"scenario","region","subRegion","sources","x","xLabel","vintage","units","value","aggregate","ghg","sector","classPalette1","classPalette2","origScen","origQuery","origValue","origUnits","origX","class2","class1","classLabel1","classLabel2","param"
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","GHG emissions (MTCO2eq)",5.28062333333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",1.44017,"MTC",2005,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","GHG emissions (MTCO2eq)",8.13677333333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.21912,"MTC",2010,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","GHG emissions (MTCO2eq)",10.0333566666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.73637,"MTC",2015,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","GHG emissions (MTCO2eq)",11.7647566666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",3.20857,"MTC",2020,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","GHG emissions (MTCO2eq)",16.1347266666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",4.40038,"MTC",2025,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","GHG emissions (MTCO2eq)",21.59476,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.88948,"MTC",2030,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","GHG emissions (MTCO2eq)",28.0278533333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",7.64396,"MTC",2035,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","GHG emissions (MTCO2eq)",37.4726,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",10.2198,"MTC",2040,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","GHG emissions (MTCO2eq)",45.6822666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",12.4588,"MTC",2045,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","GHG emissions (MTCO2eq)",55.6024333333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",15.1643,"MTC",2050,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","GHG emissions (MTCO2eq)",65.4195666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",17.8417,"MTC",2055,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","GHG emissions (MTCO2eq)",72.8959,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",19.8807,"MTC",2060,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","GHG emissions (MTCO2eq)",78.7860333333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",21.4871,"MTC",2065,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","GHG emissions (MTCO2eq)",80.9053666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",22.0651,"MTC",2070,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","GHG emissions (MTCO2eq)",84.9295333333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",23.1626,"MTC",2075,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","GHG emissions (MTCO2eq)",83.2252666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",22.6978,"MTC",2080,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","GHG emissions (MTCO2eq)",95.8463,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",26.1399,"MTC",2085,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","GHG emissions (MTCO2eq)",104.146533333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",28.4036,"MTC",2090,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","GHG emissions (MTCO2eq)",108.2389,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",29.5197,"MTC",2095,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","GHG emissions (MTCO2eq)",110.9592,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",30.2616,"MTC",2100,"CO2","International Aviation","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1975,"Year","Vint_1975","GHG emissions (MTCO2eq)",25.2958016666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.898855,"MTC",1975,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","GHG emissions (MTCO2eq)",12.0339706666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",3.281992,"MTC",1990,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","GHG emissions (MTCO2eq)",4.36714666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",1.19104,"MTC",2005,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","GHG emissions (MTCO2eq)",6.50915466666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",1.775224,"MTC",2010,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","GHG emissions (MTCO2eq)",7.57213966666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.065129,"MTC",2015,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","GHG emissions (MTCO2eq)",8.55434726666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.3330038,"MTC",2020,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","GHG emissions (MTCO2eq)",11.0716811333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",3.0195494,"MTC",2025,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","GHG emissions (MTCO2eq)",13.508671,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",3.684183,"MTC",2030,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","GHG emissions (MTCO2eq)",15.8319406666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",4.317802,"MTC",2035,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","GHG emissions (MTCO2eq)",18.8147263333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.131289,"MTC",2040,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","GHG emissions (MTCO2eq)",20.667669,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.636637,"MTC",2045,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","GHG emissions (MTCO2eq)",23.293028,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.352644,"MTC",2050,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","GHG emissions (MTCO2eq)",25.1848666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.8686,"MTC",2055,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","GHG emissions (MTCO2eq)",25.0306943333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.826553,"MTC",2060,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","GHG emissions (MTCO2eq)",24.271379,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.619467,"MTC",2065,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","GHG emissions (MTCO2eq)",22.2533149666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.0690859,"MTC",2070,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","GHG emissions (MTCO2eq)",21.8090440333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.9479211,"MTC",2075,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","GHG emissions (MTCO2eq)",20.4339970633333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.57290829,"MTC",2080,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","GHG emissions (MTCO2eq)",24.3410035,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.6384555,"MTC",2085,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","GHG emissions (MTCO2eq)",27.4820758666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",7.4951116,"MTC",2090,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","GHG emissions (MTCO2eq)",28.814313,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",7.858449,"MTC",2095,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","GHG emissions (MTCO2eq)",29.4668366666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",8.03641,"MTC",2100,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","GHG emissions (MTCO2eq)",31.4835436666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",8.586421,"MTC",1990,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","GHG emissions (MTCO2eq)",65.3174866666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",17.81386,"MTC",2005,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","GHG emissions (MTCO2eq)",109.121466666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",29.7604,"MTC",2010,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","GHG emissions (MTCO2eq)",146.416893333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",39.93188,"MTC",2015,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","GHG emissions (MTCO2eq)",165.098754333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",45.026933,"MTC",2020,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","GHG emissions (MTCO2eq)",212.829571716667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",58.04442865,"MTC",2025,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","GHG emissions (MTCO2eq)",272.597140933333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",74.3446748,"MTC",2030,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","GHG emissions (MTCO2eq)",337.047510323333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",91.92204827,"MTC",2035,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","GHG emissions (MTCO2eq)",402.923299166667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",109.8881725,"MTC",2040,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","GHG emissions (MTCO2eq)",409.17127493,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",111.59216589,"MTC",2045,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","GHG emissions (MTCO2eq)",430.6889323,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",117.4606179,"MTC",2050,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","GHG emissions (MTCO2eq)",429.148100993333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",117.04039118,"MTC",2055,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","GHG emissions (MTCO2eq)",350.423827636667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",95.57013481,"MTC",2060,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","GHG emissions (MTCO2eq)",242.921770886667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",66.25139206,"MTC",2065,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","GHG emissions (MTCO2eq)",121.351715664667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",33.095922454,"MTC",2070,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","GHG emissions (MTCO2eq)",72.2442788191667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",19.7029851325,"MTC",2075,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","GHG emissions (MTCO2eq)",23.8665203502,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.5090510046,"MTC",2080,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","GHG emissions (MTCO2eq)",53.20384782878,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",14.51014031694,"MTC",2085,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","GHG emissions (MTCO2eq)",85.5014898481333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",23.3185881404,"MTC",2090,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","GHG emissions (MTCO2eq)",98.3455445598633,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",26.82151215269,"MTC",2095,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","GHG emissions (MTCO2eq)",91.9763057715333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",25.0844470286,"MTC",2100,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1975,"Year","Vint_1975","GHG emissions (MTCO2eq)",2.06530133333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",0.563264,"MTC",1975,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","GHG emissions (MTCO2eq)",4.09091833333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",1.115705,"MTC",1990,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","GHG emissions (MTCO2eq)",8.191755,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.234115,"MTC",2005,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","GHG emissions (MTCO2eq)",13.00013,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",3.54549,"MTC",2010,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","GHG emissions (MTCO2eq)",16.55885,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",4.51605,"MTC",2015,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","GHG emissions (MTCO2eq)",19.9328066666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",5.43622,"MTC",2020,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","GHG emissions (MTCO2eq)",31.3823766666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",8.55883,"MTC",2025,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","GHG emissions (MTCO2eq)",47.1325066666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",12.85432,"MTC",2030,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","GHG emissions (MTCO2eq)",66.4333266666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",18.11818,"MTC",2035,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","GHG emissions (MTCO2eq)",94.6233933333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",25.80638,"MTC",2040,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","GHG emissions (MTCO2eq)",114.489283333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",31.22435,"MTC",2045,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","GHG emissions (MTCO2eq)",137.75168,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",37.56864,"MTC",2050,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","GHG emissions (MTCO2eq)",151.384126666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",41.28658,"MTC",2055,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","GHG emissions (MTCO2eq)",139.62608,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",38.07984,"MTC",2060,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","GHG emissions (MTCO2eq)",114.461526666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",31.21678,"MTC",2065,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","GHG emissions (MTCO2eq)",79.89201,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",21.78873,"MTC",2070,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","GHG emissions (MTCO2eq)",67.12178,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",18.30594,"MTC",2075,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","GHG emissions (MTCO2eq)",44.539,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",12.147,"MTC",2080,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","GHG emissions (MTCO2eq)",70.5564566666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",19.24267,"MTC",2085,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","GHG emissions (MTCO2eq)",90.02059,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",24.55107,"MTC",2090,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","GHG emissions (MTCO2eq)",95.3705133333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",26.01014,"MTC",2095,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","GHG emissions (MTCO2eq)",95.91868,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",26.15964,"MTC",2100,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1975,"Year","Vint_1975","GHG emissions (MTCO2eq)",1.95195366666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",0.532351,"MTC",1975,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","GHG emissions (MTCO2eq)",4.36549666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",1.19059,"MTC",1990,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","GHG emissions (MTCO2eq)",9.83854666666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",2.68324,"MTC",2005,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","GHG emissions (MTCO2eq)",16.7218406666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",4.560502,"MTC",2010,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","GHG emissions (MTCO2eq)",22.5671453333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",6.154676,"MTC",2015,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","GHG emissions (MTCO2eq)",26.2665663333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",7.163609,"MTC",2020,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","GHG emissions (MTCO2eq)",32.9613716666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",8.989465,"MTC",2025,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","GHG emissions (MTCO2eq)",39.2922236666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",10.716061,"MTC",2030,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","GHG emissions (MTCO2eq)",41.9195626666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",11.432608,"MTC",2035,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","GHG emissions (MTCO2eq)",40.5103453333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",11.048276,"MTC",2040,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","GHG emissions (MTCO2eq)",36.7060466666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",10.01074,"MTC",2045,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","GHG emissions (MTCO2eq)",34.4306563333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",9.390179,"MTC",2050,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","GHG emissions (MTCO2eq)",33.3261463333333,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",9.088949,"MTC",2055,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","GHG emissions (MTCO2eq)",32.6561546666667,"sum",NA,NA,"pal_all","pal_all","Policycosts_1","CO2 emissions by sector",8.906224,"MTC",2060,"CO2","transport","sector","ghg","emissGHGBySectorGWPAR5"
