"scenario","region","subRegion","param","classLabel1","class1","classLabel2","class2","xLabel","x","vintage","units","value"
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",268.9047416
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",274.6354006
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",299.980821433333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",8.70595036666667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",23.9550681333333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",45.2415058333333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",62.7513432333333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",62.7513432333333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",70.2952121666667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",95.4716796
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",122.537049396667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",150.702354476667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",175.721834823333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",154.43650277
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",155.195904244333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",149.707892011333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",134.564849169667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",116.079184078
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",94.2311855796667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",76.266973299
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",53.0964177003333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",44.7312276033333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",42.16556333
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",43.0794854966667
"Policycosts_1","India","India","emissCO2BySector","sector","industry","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",45.4961453833333
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",9.50286333333333
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",29.4035474333333
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",42.86327496
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",40.68600448
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",40.70347567
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",61.4393611333333
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",88.7713312566667
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",116.825322056667
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",154.854666087
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",185.845694752667
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",222.392043533
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",233.208803747333
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",217.031721239667
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",200.781778074277
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",129.114137039499
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",73.9350040792063
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",50.7612637626324
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",54.1063743208601
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",59.0022475069553
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",61.2312714975323
"Policycosts_1","India","India","emissCO2BySector","sector","refining","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",58.9287771833099
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",-70.8227666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",-113.188533333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",-148.709366666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",-180.713866666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",-210.3651
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",-193.9212
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",-352.3146
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",-532.609
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",-689.579
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",-804.752666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",-1139.45333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",-1198.12366666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-1018.43133333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-1035.86633333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-1395.53333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-1729.783
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-1364.96066666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-936.147666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",-974.310333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",-1037.29633333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",-1090.01566666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",-1123.44833333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",-0.0868321666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",-0.0992324666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",-0.304935766666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",-0.668191333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",-1.14713133333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",-1.75833166666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",-2.60220766666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",-3.25044866666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",-4.32248666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-5.49787333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-6.76496333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-8.70419
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-11.0803733333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-12.1028233333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-13.7896366666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",-16.3491533333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",-17.54588
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",-17.87984
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",-18.19488
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",-0.306834
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",-0.0782147666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",-1.04682233333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",-1.42437166666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",-2.21656966666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",-2.771912
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",-2.87815
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",-2.875356
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",-2.89799033333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",-2.550735
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-2.09322666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-1.756535
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-1.34854133333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-0.907184666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-0.745055666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-0.535197666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",-0.631018666666667
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",-0.731573333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",-0.899433333333333
"Policycosts_1","India","India","emissCO2BySector","sector","biomass","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",-1.09598133333333
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",50.5146821666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",81.8862623333333
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",90.3503626666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",99.3664906666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",83.1386306666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",112.641441
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",124.288046666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",126.046616666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",118.94586
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",74.022938
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",61.7045586666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",46.102683
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",28.2006259333333
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",16.1826084566667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",7.59208952333333
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",4.71975636
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",2.29377893066667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",3.347352811
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",3.80131176333333
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",3.47470104666667
"Policycosts_1","India","India","emissCO2BySector","sector","building","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",3.00965470666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",1.43785033333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",2.687696
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",5.28062333333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",8.13677333333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",10.0333566666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",11.7647566666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",16.1347266666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",21.59476
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",28.0278533333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",37.4726
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",45.6822666666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",55.6024333333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",65.4195666666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",72.8959
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",78.7860333333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",80.9053666666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",84.9295333333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",83.2252666666667
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",95.8463
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",104.146533333333
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",108.2389
"Policycosts_1","India","India","emissCO2BySector","sector","International Aviation","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",110.9592
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",25.2958016666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",12.0339706666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",4.36714666666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",6.50915466666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",7.57213966666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",8.55434726666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",11.0716811333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",13.508671
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",15.8319406666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",18.8147263333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",20.667669
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",23.293028
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",25.1848666666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",25.0306943333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",24.271379
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",22.2533149666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",21.8090440333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",20.4339970633333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",24.3410035
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",27.4820758666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",28.814313
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",29.4668366666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",31.4835436666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",65.3174866666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",109.121466666667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",146.416893333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",165.098754333333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",212.829571716667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",272.597140933333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",337.047510323333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",402.923299166667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",409.17127493
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",430.6889323
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",429.148100993333
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",350.423827636667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",242.921770886667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",121.351715664667
"Policycosts_1","India","India","emissCO2BySector","sector","transport","ghg","CO2","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",72.2442788191667
